Date,Month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,high_tide_time_1,htl1,high_tide_time_2,htl2,low_tide_time_1,ltl1,low_tide_time_2,ltl2
16,4,2.7,3.1,3.4,3.5,3.5,3.2,2.8,2.3,1.9,1.6,1.5,1.9,2.5,3.1,3.4,3.6,3.7,3.5,3.2,2.7,2.3,1.8,1.5,1.7,16:00,3.7,03:25,3.5,09:38,1.5,22:16,1.5
17,4,2.2,2.9,3.4,3.6,3.8,3.7,3.3,2.8,2.4,2.0,1.7,1.7,2.3,3.0,3.5,3.7,3.7,3.6,3.3,2.9,2.4,1.9,1.4,1.3,04:09,3.8,16:00,3.7,10:23,1.6,22:54,1.2
18,4,1.6,2.4,3.1,3.6,3.8,3.9,3.8,3.3,2.9,2.5,2.1,1.8,2.0,2.7,3.4,3.7,3.8,3.7,3.5,3.0,2.5,2.0,1.5,1.1,05:00,3.9,16:00,3.8,11:06,1.8,23:33,1.0
19,4,1.1,1.6,2.6,3.3,3.7,3.9,4.0,3.8,3.3,2.9,2.5,2.2,2.0,2.4,3.1,3.7,3.9,3.8,3.6,3.2,2.7,2.1,1.6,1.1,06:00,4.0,16:00,3.9,11:49,2.0,,
20,4,0.8,1.0,1.7,2.7,3.4,3.7,4.0,4.0,3.7,3.3,2.9,2.6,2.3,2.3,2.8,3.5,3.9,3.9,3.7,3.4,3.0,2.3,1.8,1.3,07:00,4.0,17:00,3.9,12:31,2.2,00:14,0.8
21,4,0.8,0.6,1.0,1.8,2.7,3.4,3.7,3.9,3.9,3.6,3.2,2.9,2.6,2.4,2.5,3.1,3.7,3.9,3.8,3.6,3.2,2.7,2.1,1.5,07:23,3.9,17:07,3.9,13:13,2.4,00:56,0.6
22,4,1.0,0.7,0.6,1.1,1.9,2.7,3.3,3.6,3.8,3.7,3.4,3.2,2.9,2.7,2.6,2.8,3.3,3.7,3.8,3.6,3.4,3.0,2.4,1.9,08:15,3.8,18:00,3.8,13:59,2.6,01:40,0.5
23,4,1.4,0.9,0.6,0.7,1.2,1.9,2.6,3.1,3.4,3.6,3.5,3.4,3.2,3.0,2.8,2.7,2.9,3.3,3.5,3.6,3.4,3.1,2.7,2.3,09:12,3.6,19:00,3.6,14:52,2.7,02:27,0.6
24,4,1.8,1.4,1.0,0.7,0.8,1.2,1.9,2.5,3.0,3.3,3.4,3.4,3.3,3.2,3.1,2.9,2.8,2.9,3.1,3.2,3.3,3.2,3.0,2.6,10:22,3.5,20:00,3.3,16:03,2.8,03:21,0.7
25,4,2.3,1.9,1.5,1.1,0.9,0.9,1.3,1.8,2.4,2.9,3.2,3.4,3.4,3.4,3.3,3.1,2.9,2.7,2.6,2.7,2.9,3.0,3.0,2.9,12:11,3.4,21:29,3.0,17:43,2.6,04:24,0.8
26,4,2.7,2.4,2.1,1.7,1.3,1.0,1.0,1.3,1.8,2.3,2.9,3.2,3.4,3.5,3.5,3.3,3.0,2.7,2.4,2.3,2.4,2.6,2.8,3.0,13:23,3.5,23:26,3.0,19:10,2.3,05:38,1.0
27,4,3.0,2.9,2.7,2.3,1.9,1.5,1.2,1.1,1.3,1.8,2.4,3.0,3.3,3.5,3.7,3.6,3.3,2.9,2.5,2.1,1.9,2.0,2.4,2.8,14:04,3.7,,,20:05,1.9,06:51,1.1
28,4,3.0,3.1,3.1,2.9,2.5,2.0,1.6,1.3,1.2,1.4,2.0,2.7,3.2,3.5,3.7,3.7,3.5,3.1,2.6,2.1,1.7,1.6,1.9,2.4,15:00,3.7,01:31,3.1,20:49,1.6,07:53,1.2
29,4,2.9,3.2,3.3,3.4,3.1,2.6,2.2,1.8,1.4,1.4,1.7,2.4,3.0,3.4,3.7,3.8,3.7,3.3,2.8,2.3,1.7,1.4,1.4,1.8,15:00,3.8,03:00,3.4,08:45,1.3,21:30,1.3
30,4,2.5,3.0,3.4,3.5,3.5,3.2,2.7,2.3,1.9,1.6,1.6,2.1,2.8,3.3,3.6,3.8,3.8,3.5,3.0,2.4,1.9,1.4,1.1,1.3,15:24,3.8,03:21,3.6,09:30,1.6,22:08,1.1
1,5,2.0,2.7,3.2,3.5,3.7,3.5,3.2,2.7,2.4,2.1,1.9,2.0,2.5,3.2,3.6,3.8,3.8,3.6,3.2,2.6,2.1,1.6,1.1,1.0,16:00,3.8,04:05,3.7,10:11,1.8,22:45,1.0
2,5,1.4,2.2,2.9,3.4,3.6,3.7,3.5,3.1,2.8,2.5,2.2,2.1,2.4,3.0,3.5,3.7,3.7,3.6,3.3,2.8,2.2,1.7,1.3,0.9,05:00,3.7,16:00,3.7,10:48,2.1,23:19,0.9
3,5,1.0,1.6,2.4,3.1,3.4,3.7,3.7,3.4,3.1,2.8,2.6,2.4,2.4,2.8,3.4,3.7,3.7,3.6,3.4,2.9,2.4,1.9,1.4,1.0,06:00,3.7,16:00,3.7,11:23,2.3,23:52,0.9
4,5,0.9,1.2,1.9,2.6,3.2,3.5,3.7,3.6,3.3,3.1,2.8,2.6,2.5,2.7,3.2,3.6,3.7,3.6,3.4,3.0,2.6,2.0,1.5,1.1,06:16,3.7,16:00,3.7,11:55,2.5,,
5,5,0.8,0.9,1.4,2.1,2.8,3.2,3.5,3.6,3.5,3.2,3.0,2.8,2.7,2.7,3.0,3.4,3.7,3.6,3.4,3.1,2.7,2.2,1.7,1.3,16:18,3.7,07:00,3.6,12:28,2.6,00:23,0.8
6,5,0.9,0.8,1.0,1.7,2.3,2.9,3.2,3.4,3.5,3.4,3.1,3.0,2.8,2.7,2.9,3.2,3.5,3.6,3.4,3.1,2.8,2.3,1.8,1.4,17:00,3.6,08:00,3.5,13:00,2.7,00:55,0.8
7,5,1.1,0.8,0.8,1.2,1.9,2.5,2.9,3.2,3.4,3.4,3.2,3.1,3.0,2.8,2.8,3.0,3.3,3.4,3.4,3.1,2.9,2.5,21.0,1.6,09:00,3.4,17:08,3.4,13:44,2.8,01:29,0.8
8,5,1.3,1.0,0.8,1.0,1.5,2.0,2.5,2.8,3.1,3.3,3.3,3.2,3.1,3.0,2.9,2.9,3.0,3.2,3.2,3.1,2.9,2.6,2.3,1.9,09:21,3.3,18:00,3.2,14:37,2.8,02:08,0.8
9,5,1.6,1.3,1.1,1.0,1.2,1.6,2.1,2.5,2.8,3.1,3.2,3.2,3.2,3.1,3.0,2.9,2.8,2.9,3.0,3.0,2.8,2.7,2.5,2.2,10:24,3.2,18:09,3.0,15:46,2.8,02:54,1.0
10,5,1.9,1.7,1.5,1.2,1.1,1.3,1.7,2.1,2.5,2.8,3.1,3.2,3.2,3.3,3.2,3.0,2.8,2.7,2.7,2.7,2.7,2.7,2.6,2.5,13:00,3.3,,,,,03:50,1.1
11,5,2.3,2.1,1.9,1.7,1.4,1.3,1.4,1.8,2.1,2.5,2.9,3.1,3.3,3.3,3.3,3.2,2.9,2.6,2.4,2.4,2.4,2.5,2.6,2.7,13:28,3.3,23:23,2.7,19:08,2.4,04:54,1.3
12,5,2.7,2.6,2.4,2.2,1.9,1.6,1.4,1.5,1.8,2.2,2.6,3.0,3.3,3.4,3.4,3.3,3.1,2.7,2.3,2.1,2.0,2.1,2.4,2.7,14:00,3.4,,,19:49,2.0,06:05,1.4
13,5,2.8,2.9,2.9,2.8,2.4,2.0,1.7,1.6,1.6,1.9,2.4,2.9,3.2,3.4,3.5,3.5,3.2,2.8,2.4,1.9,1.7,1.7,2.0,2.5,14:15,3.5,01:21,2.9,20:27,1.7,07:14,1.5
14,5,2.9,3.1,3.2,3.2,3.0,2.6,2.2,1.9,1.7,1.8,2.2,2.7,3.2,3.4,3.5,3.5,3.4,3.0,2.5,2.0,1.5,1.3,1.5,2.0,14:32,3.6,02:26,3.3,08:15,1.7,21:07,1.3
15,5,2.6,3.1,3.4,3.5,3.5,3.2,2.8,2.4,2.0,1.9,2.0,2.5,3.1,3.5,3.6,3.6,3.5,3.1,2.6,2.1,1.6,1.2,1.0,1.4,15:00,3.6,03:17,3.5,09:09,1.9,21:49,1.0
16,5,2.1,2.8,3.3,3.6,3.7,3.6,3.3,2.9,2.5,2.2,2.0,2.3,2.9,3.4,3.7,3.7,3.6,3.3,2.8,2.3,1.7,1.2,0.8,0.8,04:05,3.7,14:25,3.7,10:00,2.0,22:31,0.7
17,5,1.4,2.3,3.0,3.5,3.7,3.8,3.7,3.3,3.0,2.7,2.4,2.2,2.6,3.2,3.7,3.8,3.6,3.4,3.0,2.5,1.9,1.4,0.9,0.5,05:00,3.8,15:00,3.8,10:48,2.2,23:14,0.5
18,5,0.7,1.5,2.4,3.1,3.5,3.8,3.9,3.7,3.4,3.1,2.8,2.5,2.4,2.9,3.5,3.8,3.8,3.6,3.3,2.8,2.2,1.6,1.1,0.6,06:00,3.9,15:17,3.8,11:34,2.4,23:57,0.3
19,5,0.3,0.7,1.6,2.5,3.1,3.5,3.8,3.8,3.6,3.4,3.1,2.8,2.5,2.6,3.1,3.7,3.8,3.7,3.4,3.1,2.5,1.9,1.4,0.8,07:00,3.8,16:00,3.8,12:20,2.5,,
20,5,0.4,0.3,0.8,1.8,2.6,3.1,3.5,3.8,3.8,3.6,3.3,3.1,2.8,2.6,2.8,3.3,3.7,3.7,3.5,3.3,2.9,2.3,1.7,1.2,08:00,3.8,17:00,3.7,13:06,2.6,00:40,0.2
21,5,0.7,0.3,0.4,1.0,1.9,2.6,3.1,3.5,3.7,3.6,3.5,3.2,3.0,2.7,2.6,2.8,3.3,3.6,3.5,3.4,3.1,2.7,2.1,1.6,08:20,3.7,17:25,3.6,13:54,2.6,01:24,0.3
22,5,1.1,0.6,0.4,0.5,1.2,2.0,2.6,3.1,3.4,3.6,3.5,3.3,3.2,2.9,2.7,2.6,2.8,3.1,3.3,3.3,3.2,2.9,2.5,2.0,09:09,3.6,18:23,3.3,14:48,2.6,02:09,0.4
23,5,1.6,1.1,0.7,0.6,0.8,1.4,2.1,2.7,3.1,3.4,3.5,3.4,3.3,3.1,2.9,2.6,2.5,2.6,2.9,3.0,3.1,3.0,2.8,2.5,10:01,3.5,20:00,3.1,15:52,2.5,02:57,0.6
14,5,2.1,1.7,1.3,0.9,0.8,1.1,1.6,2.2,2.7,3.1,3.4,3.4,3.4,3.2,3.0,2.7,2.5,2.3,2.4,2.5,2.7,2.9,2.9,2.7,11:00,3.4,22:00,2.9,17:13,2.3,03:50,0.8
25,5,2.5,2.2,1.9,1.5,1.2,1.1,1.3,1.7,2.3,2.8,3.2,3.4,3.4,3.4,3.2,2.9,2.5,2.2,2.0,2.0,2.2,2.5,2.8,2.9,12:03,3.4,23:08,2.9,18:33,2.0,04:49,1.1
26,5,2.8,2.7,2.4,2.1,1.7,1.5,1.4,1.5,1.9,2.4,3.0,3.3,3.5,3.5,3.4,3.1,2.7,2.3,1.9,1.7,1.7,2.0,2.4,2.7,13:00,3.5,,,19:30,1.6,05:56,1.4
27,5,2.9,3.0,2.9,2.7,2.3,1.9,1.7,1.6,1.7,2.1,2.7,3.2,3.4,3.5,3.5,3.3,2.9,2.4,2.0,1.6,1.3,1.4,1.8,2.4,13:26,3.6,01:00,3.0,07:00,1.6,20:17,1.3
28,5,2.8,3.1,3.2,3.1,2.8,2.4,2.1,1.9,1.9,2.0,2.4,3.0,3.4,3.6,3.6,3.5,3.2,2.6,2.1,1.6,1.2,1.0,1.3,1.9,14:00,3.6,02:11,3.2,08:00,1.9,20:59,1.0
29,5,2.5,3.0,3.2,3.3,3.2,2.9,2.6,2.3,2.2,2.1,2.3,2.8,3.3,3.6,3.6,3.6,3.3,2.9,2.3,1.8,1.3,0.9,0.9,1.3,14:00,3.6,03:04,3.3,08:53,2.1,21:39,0.9
30,5,2.0,2.7,3.1,3.4,3.4,3.3,3.0,2.7,2.5,2.3,2.3,2.6,3.1,3.5,3.7,3.6,3.4,3.1,2.5,2.0,1.5,1.0,0.8,0.9,14:05,3.7,04:00,3.4,09:38,2.3,22:16,0.7
31,5,1.5,2.2,2.8,3.2,3.4,3.5,3.3,3.0,2.8,2.6,2.5,2.6,2.9,3.4,3.6,3.6,3.5,3.2,2.7,2.2,1.6,1.2,0.8,0.7,14:25,3.7,05:00,3.5,10:21,2.5,22:51,0.7
1,6,1.0,1.7,2.4,3.0,3.3,3.5,3.5,3.3,3.1,2.9,2.7,2.6,2.8,3.2,3.5,3.6,3.5,3.2,2.9,2.4,1.8,1.4,0.9,0.6,15:00,3.6,05:26,3.5,11:00,2.6,23:26,0.6
2,6,0.7,1.2,1.9,2.6,3.0,3.4,3.5,3.5,3.3,3.1,2.9,2.8,2.7,3.0,3.4,3.6,3.5,3.3,3.0,2.6,2.0,1.5,1.1,0.7,15:13,3.6,06:14,3.5,11:41,2.7,23:59,0.5
3,6,0.5,0.8,1.4,2.2,2.7,3.1,3.4,3.5,3.4,3.3,3.1,2.9,2.8,2.8,3.1,3.4,3.5,3.3,3.1,2.7,2.3,1.8,1.3,0.9,07:00,3.5,16:00,3.5,12:21,2.7,,
4,6,0.6,0.6,1.0,1.7,2.4,2.8,3.2,3.4,3.5,3.4,3.2,3.0,2.8,2.7,2.9,3.2,3.4,3.3,3.1,2.9,2.5,2.0,1.5,1.1,08:00,3.5,16:15,3.4,13:00,2.7,00:34,0.5
5,6,0.8,0.5,0.7,1.3,2.0,2.5,2.9,3.2,3.4,3.4,3.3,3.1,2.9,2.7,2.7,2.9,3.2,3.3,3.1,2.9,2.7,2.3,1.9,1.4,08:24,3.5,17:00,3.3,13:45,2.7,01:10,0.5
6,6,1.0,0.7,0.6,0.9,1.5,2.2,2.6,3.0,3.3,3.4,3.3,3.2,3.0,2.8,2.6,2.6,2.8,3.0,3.1,3.0,2.8,2.6,2.2,1.8,09:04,3.4,18:00,3.1,14:34,2.6,01:49,0.6
7,6,1.4,1.1,0.8,0.8,1.2,1.8,2.3,2.7,3.1,3.3,3.3,3.3,3.1,3.0,2.7,2.5,2.5,2.7,2.8,2.9,2.8,2.7,2.5,2.2,10:00,3.3,19:00,2.9,15:31,2.5,02:33,0.8
8,6,1.9,1.6,1.2,1.0,1.1,1.5,2.0,3.0,2.8,3.1,3.3,3.3,3.2,3.1,2.9,2.6,2.3,2.3,2.4,2.6,2.7,2.7,2.7,2.6,11:00,3.3,21:30,2.7,16:36,2.3,03:22,1.0
9,6,2.3,2.1,1.8,1.5,1.3,1.3,1.7,2.1,2.6,2.9,3.2,3.3,3.3,3.2,3.0,2.7,2.3,2.1,2.0,2.1,2.3,2.5,27.0,2.8,11:18,3.3,23:07,2.8,17:48,2.0,04:19,1.3
10,6,2.7,2.6,2.4,2.1,1.8,1.6,1.6,1.9,2.3,2.7,3.1,3.3,3.3,3.3,3.2,2.9,2.5,2.1,1.7,1.6,1.8,2.1,2.5,2.8,12:03,3.3,,,18:53,1.6,05:21,1.5
11,6,2.9,3.0,2.9,2.7,2.3,2.0,1.8,1.8,2.1,2.5,2.9,3.2,3.4,3.4,3.3,3.1,2.7,2.2,1.7,1.4,1.3,1.5,2.0,2.5,13:00,3.4,01:00,3.0,06:29,1.8,19:48,1.3
12,6,2.9,3.1,3.2,3.2,2.9,2.6,2.3,2.1,2.0,2.2,2.7,3.1,3.4,3.5,3.4,3.2,2.9,2.4,1.8,1.3,1.0,0.9,1.3,2.0,13:00,3.5,02:11,3.2,07:40,2.0,20:37,0.9
13,6,2.6,3.0,3.3,3.5,3.4,3.1,2.8,2.5,2.3,2.2,2.5,2.9,3.4,3.6,3.5,3.4,3.1,2.6,2.1,1.5,1.0,0.6,0.7,1.2,13:14,3.6,03:10,3.5,08:45,2.2,21:25,0.6
14,6,2.0,2.7,3.2,3.5,3.6,3.5,3.2,3.0,2.7,2.4,2.4,2.7,3.2,3.6,3.6,3.5,3.3,2.9,2.4,1.8,1.2,0.7,0.3,0.5,04:05,3.6,14:00,3.6,09:43,2.4,22:12,0.3
15,6,1.3,2.1,2.8,3.3,3.6,3.7,3.6,3.3,3.1,2.8,2.5,2.5,2.9,3.4,3.7,3.6,3.4,3.2,2.7,2.1,1.5,0.9,0.4,0.2,05:00,3.7,14:13,3.7,10:36,2.5,22:58,0.2
16,6,0.5,1.4,2.3,2.9,3.3,3.6,3.7,3.6,3.4,3.2,2.9,2.6,2.6,3.1,3.5,3.7,3.5,3.3,3.0,2.5,1.9,1.3,0.7,0.2,06:00,3.7,15:00,3.7,11:26,2.5,23:43,0.0
17,6,0.1,0.6,1.5,2.4,2.9,3.4,3.7,3.7,3.6,3.4,3.2,2.8,2.6,2.7,3.2,3.6,3.6,3.4,3.2,2.9,2.3,1.7,1.1,0.6,07:00,3.7,16:00,3.6,,,12:14,2.5
18,6,0.1,0.1,0.8,1.7,2.5,3.0,3.4,3.7,3.7,3.5,3.3,3.1,2.7,2.5,2.7,3.2,3.5,3.5,3.3,3.1,2.7,2.1,1.6,1.0,08:00,3.7,16:26,3.5,00:27,0.0,13:00,2.5
19,6,0.5,0.1,0.4,1.1,2.0,2.6,3.1,3.5,3.7,3.6,3.4,3.2,2.9,2.5,2.4,2.7,3.1,3.3,3.3,3.2,3.0,,2.0,1.5,08:13,3.7,17:25,3.4,13:46,2.4,01:10,0.1
20,6,0.9,0.5,0.3,0.7,1.4,2.2,2.8,3.2,3.5,3.6,3.5,3.2,3.0,2.6,2.3,2.3,2.6,3.0,3.2,3.2,3.1,2.9,2.4,1.9,09:00,3.6,19:00,3.2,14:34,2.3,01:51,0.3
21,6,1.4,1.0,0.7,0.7,1.1,1.8,2.4,2.9,3.3,3.5,3.5,3.3,3.1,2.8,2.4,2.2,2.2,2.4,2.7,2.9,3.0,3.0,2.7,2.4,09:22,3.5,20:10,3.0,15:27,2.1,02:32,0.6
22,6,1.9,1.5,1.2,1.0,1.1,1.5,2.1,2.6,3.1,3.4,3.4,3.3,3.1,2.9,2.6,2.2,2.0,2.0,2.2,2.5,2.7,2.9,2.9,2.7,10:00,3.4,21:22,2.9,16:28,2.0,03:13,1.0
23,6,2.4,2.0,1.7,1.4,1.3,1.5,1.8,2.3,2.8,3.2,3.4,3.4,3.3,3.0,2.7,2.3,2.0,1.8,1.8,1.9,2.2,2.6,2.8,2.8,10:23,3.4,23:00,2.8,17:39,1.7,03:55,1.3
24,6,2.7,2.5,2.2,1.9,1.7,1.7,1.8,2.1,2.6,3.0,3.3,3.4,3.3,3.2,2.9,2.5,2.1,1.8,1.5,1.5,1.7,2.0,2.5,2.7,11:00,3.4,,,04:41,1.7,18:46,1.5
25,6,2.8,2.8,2.6,2.4,2.2,2.0,2.0,2.1,2.4,2.8,3.2,3.4,3.4,3.3,3.1,2.8,2.3,1.9,1.5,1.2,1.2,1.5,2.0,2.4,12:00,3.4,00:10,2.8,05:32,2.0,19:41,1.2
26,6,2.7,2.9,2.9,2.8,2.6,2.4,2.3,2.3,2.4,2.6,3.0,3.3,3.5,3.4,3.2,3.0,2.0,2.0,1.6,1.2,1.0,1.0,1.4,2.0,12:06,3.5,02:00,2.9,06:37,2.3,20:28,1.0
27,6,2.5,2.8,3.0,3.1,3.0,2.8,2.6,2.5,2.5,2.5,2.8,3.1,3.4,3.5,3.3,3.1,2.8,2.3,1.8,1.3,1.0,0.8,0.9,1.4,13:00,3.5,03:00,3.1,08:00,2.5,21:10,0.8
28,6,2.1,2.6,2.9,3.2,3.2,3.1,2.9,2.8,2.7,2.6,2.7,3.0,3.3,3.5,3.4,3.2,3.0,2.5,2.0,1.5,1.1,0.8,0.6,0.9,13:10,3.5,04:00,3.2,09:14,2.6,21:49,0.6
29,6,1.6,2.3,,3.1,3.3,3.3,3.2,3.0,2.9,2.8,2.7,2.8,3.1,3.4,3.4,3.3,3.1,2.7,2.2,1.7,1.3,0.9,0.6,0.6,14:00,3.4,05:00,3.3,10:00,2.7,22:26,0.5
30,6,1.1,1.8,2.4,2.9,3.2,3.4,3.3,3.2,3.1,3.0,2.8,2.7,2.9,3.2,3.4,3.3,3.1,2.9,2.5,2.0,1.5,1.1,0.7,0.5,05:25,3.4,14:12,3.4,10:52,2.7,23:00,0.5
1,7,0.7,1.3,2.0,2.6,3.0,3.3,3.4,3.4,3.3,3.1,2.9,2.8,2.7,3.0,3.3,3.4,3.2,3.0,2.7,2.3,1.8,1.3,0.9,0.5,06:12,3.4,15:00,3.4,11:33,2.7,23:38,0.4
2,7,0.5,0.9,1.6,2.3,2.8,3.1,3.4,3.5,3.4,3.2,3.1,2.8,2.6,2.7,3.1,3.3,3.3,3.1,2.9,2.6,2.1,1.6,1.1,0.7,07:00,3.5,15:25,3.3,12:13,2.6,,
3,7,0.4,0.6,1.2,1.9,2.5,2.9,3.3,3.5,3.5,3.3,3.1,2.9,2.6,2.5,2.7,3.1,3.3,3.2,3.0,2.8,2.5,2.0,1.4,1.0,07:28,3.5,16:09,3.3,12:52,2.5,00:14,0.4
4,7,0.6,0.5,0.8,1.5,2.2,2.7,3.1,3.4,3.5,3.4,3.2,3.0,2.7,2.4,2.4,2.7,3.1,3.2,3.1,3.0,2.8,2.4,1.8,1.4,08:00,3.5,17:01,3.2,13:32,2.4,00:51,0.4
5,7,0.9,0.6,0.6,1.1,1.9,2.5,2.9,3.3,3.5,3.4,3.3,3.0,2.7,2.4,2.2,2.3,2.7,3.0,3.1,3.1,3.0,2.7,2.3,1.8,08:28,3.5,18:09,3.1,14:14,2.2,01:30,0.6
6,7,1.4,1.0,0.8,0.9,1.5,2.2,2.8,3.1,3.3,3.4,3.3,3.1,2.8,2.5,2.2,2.0,2.2,2.6,2.8,3.0,3.0,3.0,2.7,2.3,09:00,3.4,,3.0,15:01,2.0,02:10,0.8
7,7,1.9,1.5,1.2,1.0,1.3,1.9,2.5,2.9,3.2,3.4,3.4,3.2,2.9,2.6,2.3,2.0,1.8,2.0,2.4,2.6,2.8,3.0,2.9,2.7,09:27,3.4,21:23,3.0,15:55,1.8,02:55,1.0
8,7,2.4,2.1,1.7,1.5,1.4,1.7,2.2,2.7,3.1,3.3,3.4,3.3,3.1,2.8,2.5,2.1,1.7,1.6,1.7,2.1,2.4,2.7,2.9,2.9,10:00,3.4,23:00,2.9,16:57,1.6,03:45,1.4
9,7,2.8,2.6,2.3,1.0,1.8,1.8,2.0,2.4,2.8,3.2,3.3,3.3,3.2,3.0,2.7,2.3,1.8,1.5,1.3,1.4,1.8,2.2,2.6,2.9,11:00,3.3,,,04:42,1.7,18:04,1.3
10,7,3.0,3.0,2.9,2.6,2.4,2.1,2.1,2.2,2.6,2.9,3.2,3.4,3.3,3.2,2.9,2.6,2.1,1.6,1.2,1.0,1.1,1.5,2.1,2.6,11:09,3.4,00:20,3.0,05:49,2.1,19:11,1.0
11,7,2.9,3.1,3.2,3.1,2.9,2.6,2.4,2.3,2.4,2.7,3.1,3.3,3.4,3.3,3.2,2.9,2.4,1.9,1.3,0.9,0.6,0.8,1.3,2.0,12:00,3.4,02:00,3.2,07:12,2.3,20:11,0.6
12,7,2.6,3.0,3.3,3.4,3.3,3.1,2.9,2.6,2.5,2.5,2.8,3.2,3.4,3.4,3.3,3.1,2.8,2.2,1.6,1.1,0.6,0.3,0.5,1.2,03:09,3.4,13:00,3.4,08:30,2.4,21:05,0.3
13,7,2.0,2.6,3.1,3.4,3.6,3.5,3.3,3.0,2.8,2.5,2.5,2.8,3.3,3.5,3.5,3.3,3.1,2.7,2.1,1.5,0.9,0.3,0.1,0.5,04:06,3.6,13:16,3.5,09:33,2.5,21:56,0.1
14,7,1.3,2.1,2.7,3.2,3.5,3.7,3.6,3.4,3.1,2.8,2.5,2.5,2.9,3.4,3.5,3.4,3.3,3.0,2.5,1.9,1.3,0.7,0.1,0.0,05:00,3.7,14:02,3.5,10:28,2.5,22:43,0.0
15,7,0.5,1.4,2.2,2.8,3.3,3.6,3.7,3.6,3.4,3.1,2.7,2.4,2.5,3.0,3.4,3.5,3.4,3.3,2.9,2.4,1.8,1.2,0.6,0.1,06:00,3.7,15:00,3.5,11:17,2.4,23:29,0.0
16,7,0.1,0.7,1.7,2.4,3.0,3.4,3.7,3.7,3.6,3.3,3.0,2.6,2.3,2.5,3.0,3.4,3.4,3.4,3.2,2.9,2.3,1.7,1.1,0.5,07:00,3.7,16:00,3.4,12:03,2.3,,
17,7,0.1,0.3,1.1,2.0,2.6,3.1,3.5,3.7,3.6,3.4,3.2,2.8,2.3,2.2,2.5,3.0,3.3,3.4,3.3,3.2,2.8,2.2,1.6,1.0,07:14,3.7,17:00,3.4,12:47,2.2,00:12,0.1
18,7,0.5,0.3,0.7,1.5,2.3,2.9,3.3,3.6,3.7,3.5,3.2,2.9,2.5,2.1,2.1,2.5,3.0,3.3,3.3,3.3,3.1,2.6,2.1,1.5,08:00,3.7,18:16,3.3,13:29,2.0,00:52,0.3
19,7,1.0,0.6,0.6,1.1,1.9,2.6,3.1,3.4,3.6,3.5,3.3,3.0,2.6,2.2,1.9,2.0,2.5,2.9,3.2,3.3,3.2,2.9,2.5,2.0,08:11,3.6,19:16,3.3,14:10,1.9,01:29,0.5
20,7,1.5,1.1,0.9,1.1,1.7,2.4,2.9,3.3,3.5,3.5,3.3,3.0,2.7,2.3,1.9,1.8,2.0,2.4,2.8,3.0,3.1,3.1,2.8,2.3,09:00,3.5,20:09,3.1,14:53,1.8,02:00,0.9
21,7,1.9,1.6,1.3,1.3,1.6,2.2,2.7,3.2,3.4,3.5,3.4,3.1,2.7,24.0,2.0,1.7,1.7,1.9,2.3,2.6,2.9,3.0,2.9,2.6,09:00,3.5,21:03,3.0,15:39,1.7,02:34,1.2
22,7,2.3,2.0,1.7,1.6,1.7,2.1,2.5,3.0,3.3,3.5,3.4,3.2,2.9,2.5,2.2,1.8,1.6,1.6,1.8,2.1,2.4,2.7,2.8,2.8,09:12,3.5,22:03,2.8,03:03,1.6,16:34,1.6
23,7,2.6,2.4,2.2,2.0,2.0,2.2,2.5,28.0,3.1,3.4,3.4,3.2,3.0,2.7,2.4,2.0,1.7,1.5,1.4,1.6,1.9,2.3,2.6,2.7,10:00,3.4,23:20,2.7,03:34,2.0,17:41,1.4
24,7,2.7,2.6,2.5,2.4,2.3,2.3,2.5,2.7,2.9,3.2,3.3,3.3,3.1,2.9,2.6,2.2,1.8,1.5,1.3,1.2,1.4,1.7,2.1,2.5,10:19,3.3,,,04:11,2.3,18:55,1.2
25,7,2.7,2.8,2.8,2.7,2.6,2.6,2.6,2.7,2.8,3.0,3.2,3.3,3.2,3.0,2.8,2.5,2.1,1.6,1.3,1.1,1.0,1.2,1.6,2.1,11:01,3.3,02:00,2.8,05:00,2.6,19:54,1.0
26,7,2.5,2.8,2.9,3.0,2.9,2.8,2.8,2.8,2.8,2.8,3.0,3.2,3.2,3.1,2.9,2.7,2.3,1.9,1.5,1.1,0.9,0.9,1.1,1.6,12:00,3.2,03:02,3.0,06:04,2.8,20:42,0.8
27,7,2.2,2.6,2.9,3.1,3.1,3.1,3.0,2.9,2.8,2.8,2.8,3.0,3.2,3.2,3.0,2.8,2.6,2.2,1.7,1.3,0.9,0.7,0.8,1.2,13:00,3.2,04:00,3.1,09:17,2.8,21:23,0.7
28,7,1.8,2.3,2.8,3.1,3.3,3.3,3.2,3.1,3.0,2.8,2.7,2.8,3.0,3.2,3.1,3.0,2.8,2.5,2.0,1.5,1.1,0.8,0.6,0.8,05:00,3.3,13:13,3.2,10:05,2.7,22:00,0.6
29,7,1.4,2.0,2.5,2.9,3.2,3.4,3.4,3.2,3.1,2.9,2.7,2.7,2.8,3.1,3.2,3.1,3.0,2.7,2.3,1.8,1.4,1.0,0.6,0.6,05:18,3.4,14:00,3.2,10:44,2.7,22:40,0.6
30,7,1.0,1.6,2.3,2.7,3.1,3.4,3.5,3.4,3.2,3.0,2.8,2.6,2.6,2.9,3.2,3.2,3.1,3.0,2.7,2.2,1.7,1.3,0.8,0.5,06:00,3.5,15:00,3.2,11:20,2.5,23:17,0.5
